timestamp,surge,sway,heave,roll,pitch,yaw,surge_t,sway_t,heave_t,roll_t,pitch_t,yaw_t
21:12:824352,-0.26600536704063416,-1.117012925533345e-05,3.2954026210063603e-06,2.3151012555899797e-06,2.1983953047310933e-05,1.3367592146096285e-05,0.08698631823062897,-1.4153555412121932e-06,-1.225529376824852e-05,-3.7332018109736964e-05,-3.2814776204759255e-05,-4.106904088985175e-05
21:12:925126,-0.2655678987503052,-1.12310472104582e-05,3.4746994970191736e-06,2.302659822817077e-06,2.1774838387500495e-05,1.3315381693246309e-05,0.0874968096613884,-1.260587578144623e-05,7.253490184666589e-05,-1.052569041348761e-05,-3.282171019236557e-05,-1.6345848052878864e-05
21:13:025794,-0.26512765884399414,-1.1111078492831439e-05,3.271742798460764e-06,2.2571500721824123e-06,2.15539985219948e-05,1.3132955245964695e-05,0.08805880695581436,2.3137519747251645e-05,-3.196787292836234e-05,4.2701032043623854e-07,-4.933476884616539e-05,-2.1843739887117408e-05
21:13:126263,-0.2646850347518921,-1.1166192962264176e-05,3.3199626159330364e-06,2.3517220597568667e-06,2.1363501218729652e-05,1.2972622243978549e-05,0.08847188204526901,6.508187198051019e-06,-2.2312668079393916e-05,4.685490421252325e-05,-2.9638198611792177e-05,-1.79158723767614e-05
21:13:226964,-0.2642391324043274,-1.1299734978820197e-05,3.398612079763552e-06,2.232343831565231e-06,2.1158228264539503e-05,1.2805435289919842e-05,0.08911649137735367,1.007552145892987e-05,-1.1592666851356626e-05,-1.7191413235195796e-06,-3.597088289097883e-05,-4.009450276498683e-05
21:13:327586,-0.2637907862663269,-1.1629446817096323e-05,3.315568164907745e-06,2.0877469069091603e-06,2.0856421542703174e-05,1.2743917977786623e-05,0.08964227139949799,-7.847401866456494e-05,-2.5921188353095204e-05,-2.9318682209122926e-05,-6.394010415533558e-05,-3.41475461027585e-05
21:13:428283,-0.26334020495414734,-1.1783510672103148e-05,3.3352137052133912e-06,2.1561859284702223e-06,2.0652574676205404e-05,1.276805778616108e-05,0.09009867161512375,-7.272818038472906e-05,3.473573087831028e-05,-1.2373059689707588e-05,-5.164985850569792e-05,-2.6182894998783013e-06
21:13:528927,-0.26288658380508423,-1.1814815479738172e-05,3.0617470656579826e-06,2.1293838017300004e-06,2.0454910554690287e-05,1.2703153515758459e-05,0.09071892499923706,1.2094714065824519e-06,-2.3183230950962752e-05,-1.7860722437035292e-05,-3.7222136597847566e-05,3.56870305040502e-06
21:13:629620,-0.26243045926094055,-1.2105800124118105e-05,2.8158879104012158e-06,2.0263025817257585e-06,2.004971247515641e-05,1.26141712826211e-05,0.09121281653642654,-2.7037400286644697e-05,-4.290119613870047e-05,-8.555743079341482e-06,-7.133391773095354e-05,-1.1104686564067379e-05
21:13:730262,-0.26197174191474915,-1.2390592019073665e-05,2.692845782803488e-06,1.925622882481548e-06,1.9712431821972132e-05,1.2564478311105631e-05,0.09175454080104828,-5.929101098445244e-05,-4.275645551388152e-05,-6.221288458618801e-06,-8.537385292584077e-05,-1.1496893421281129e-05
